Link,Name,Personal Links,Expertise,History 1 Title,History 1 Location,History 1 Start,History 1 End,History 2 Title,History 2 Location,History 2 Start,History 2 End,History 3 Title,History 3 Location,History 3 Start,History 3 End,History 4 Title,History 4 Location,History 4 Start,History 4 End,History 5 Title,History 5 Location,History 5 Start,History 5 End,History 6 Title,History 6 Location,History 6 Start,History 6 End,History 7 Title,History 7 Location,History 7 Start,History 7 End,History 8 Title,History 8 Location,History 8 Start,History 8 End,History 9 Title,History 9 Location,History 9 Start,History 9 End
https://openreview.net/profile?id=~Evgeny_Burnaev1,Evgeny Burnaev,Homepage (https://applied-ai.ru); Google Scholar (https://scholar.google.ru/citations?user=pCRdcOwAAAAJ&hl=ru); DBLP (https://dblp.org/pid/144/7845); Semantic Scholar (https://www.semanticscholar.org/author/Evgeny-Burnaev/51139941); ORCID (https://orcid.org/0000-0001-8424-0690); ACL Anthology (https://aclanthology.org/people/evgeny-burnaev/),stochastic processes; change-point detection; optimal stopping problems; anomaly detection; kernel methods; gaussian process models; bayesian optimization; surrogate modeling; 3D deep neural networks; point cloud segmentation; lidar data; voxel data; fMRI data; 3D shape retrieval; 3D shape classification; generative modeling; manifold learning; optimal transport; topological data analysis,Principal Researcher,Applied AI Institute (applied-ai.ru) [RU],2025,Present,Full Professor,Skolkovo Institute of Science and Technology (skoltech.ru) [RU],2022,2024,Associate Professor,Skolkovo Institute of Science and Technology (skoltech.ru) [RU],2016,2022,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Fahmida_Haque_Fariha1,Fahmida Haque Fariha,LinkedIn (https://www.linkedin.com/in/fahmida-haque-fariha-0a8466333/),,Undergrad student,BRAC University (bracu.ac.bd) [BD],2021,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Francesca_Cacucci1,Francesca Cacucci,Homepage (https://profiles.ucl.ac.uk/7486-francesca-cacucci/about); Google Scholar (https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=francesca+cacucci&btnG=); ORCID (https://orcid.org/0000-0002-1968-5156),Navigation; Neuroscience; Memory,Full Professor,"University College London, University of London (ucl.ac.uk) [GB]",2018,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Francesco_Tudisco1,Francesco Tudisco,Homepage (https://ftudisco.gitlab.io/); Google Scholar (https://scholar.google.com/citations?user=uND_5REAAAAJ&hl=en); DBLP (https://dblp.org/pid/136/5777); Semantic Scholar (https://www.semanticscholar.org/author/Francesco-Tudisco/1930256); ORCID (https://orcid.org/0000-0002-8150-4475),Pruning of neural networks; Fixed point theory; Graph-based machine learning; spectral graph theory; spectral clustering; deep equilibrium models; neural odes; implicit neural networks; dynamical systems; matrix theory,Associate Professor,"University of Edinburgh, University of Edinburgh (ed.ac.uk) [GB]",2023,Present,Associate Professor,Gran Sasso Science Institute (gssi.it) [IT],2022,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Haobo_Fu2,Haobo Fu,Homepage (https://haobofu.github.io/); Google Scholar (https://scholar.google.com/citations?user=LFdJXNcAAAAJ&hl=en); DBLP (https://dblp.org/pid/85/8571); LinkedIn (https://www.linkedin.com/in/haobo-fu-382b0784/),LLM Agent; Vision Language Model; Reinforcement Learning; Imperfect Information Games; Game Theory; Machine Learning; Data Mining; Click-through Rate Prediction; Hyper-parameter Optimization; Evolutionary Computation; Dynamic Optimization,Principal Researcher,Tencent AI Lab (tencent.com) [CN],2016,Present,Researcher,Baidu Big Data Lab (baidu.com) [CN],2014,2016,PhD student,University of Birmingham (bham.ac.uk) [GB],2010,2014,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Haoxuan_Li6,Haoxuan Li,Homepage (https://haoxuanli-pku.github.io/); Google Scholar (https://scholar.google.com/citations?user=gtDqiucAAAAJ); DBLP (https://dblp.org/pid/145/4965-1); Semantic Scholar (https://www.semanticscholar.org/author/Haoxuan-Li/2359469600); ORCID (https://orcid.org/0000-0003-3620-3769); ACL Anthology (https://aclanthology.org/people/haoxuan-li),causal inference; recommender system; bias; debias,Researcher,Peking University (pku.edu.cn) [CN],2025,2026,PhD student,Peking University (pku.edu.cn) [CN],2021,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Heuiseok_Lim1,Heuiseok Lim,Homepage (http://nlp.korea.ac.kr); Google Scholar (https://scholar.google.com/citations?user=HMTkz7oAAAAJ&hl=en); DBLP (https://dblp.org/pid/127/4881); Semantic Scholar (https://www.semanticscholar.org/author/Heuiseok-Lim/31312182); ORCID (https://orcid.org/0000-0002-9269-1157); ACL Anthology (https://aclanthology.org/people/h/heui-seok-lim/),Hallucination; Language Model; Machine translation,Full Professor,Korea University (korea.ac.kr) [KR],2008,2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Hojoon_Lee1,Hojoon Lee,Homepage (https://joonleesky.github.io/),,Researcher,Holiday Robotics (holiday-robotics.com) [KR],2026,2026,Intern,Krafton AI (krafton.com) [KR],2025,2025,PhD student,Korea Advanced Institute of Science and Technology (kaist.ac.kr) [KR],2022,2025,Intern,Sony AI (sony.com) [JP],2024,2024,MS student,Korea Advanced Institute of Science and Technology (kaist.ac.kr),2020,2022,Undergrad student,Korea University (korea.ac.kr),2014,2020,,,,,,,,,,,,
https://openreview.net/profile?id=~Hongsheng_Yu1,Hongsheng Yu,DBLP (https://dblp.org/pid/35/10189.html); LinkedIn (https://www.linkedin.com/in/yhs-17ba75111/),Alignment; Reinforcement Learning,Researcher,Tencent AI Lab (tencent.com) [CN],2017,Present,MS student,Zhejiang University (zju.edu.cn) [CN],2014,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Hu_Ao1,Hu Ao,ORCID (https://orcid.org/0009-0002-8954-6546),Reinforcement Learning; Transfer Learning; Causal Inference; Knowledge Graph,PhD student,Zhongnan University of Economics and Law (stu.zuel.edu.cn) [CN],2023,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Hua_Ji1,Hua Ji,ORCID (https://orcid.org/0009-0000-9756-9647),Transfer Learning,PhD student,Zhongnan University of Economics and Law (stu.zuel.edu.cn) [CN],2024,2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Hui_Min_Tan1,Hui Min Tan,ORCID (https://orcid.org/0000-0002-5326-7417); LinkedIn (https://www.linkedin.com/in/hui-min-tan-4aa35b38),Attachment Security and Mother-Child Relationships; Neuroethology; Developmental Neuroscience; Systems Neuroscience; Neuroscience,Senior Vet Nurse,Animal Concerns Research & Education Society (acres.org.sg) [SG],2024,2025,Senior Research Fellow,National University of Singapore (nus.edu.sg) [SG],2018,2024,Research Fellow,A*STAR (a-star.edu.sg) [SG],2015,2018,PhD student,"University College London, University of London (ucl.ac.uk) [GB]",2009,2015,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Hyeonseok_Moon1,Hyeonseok Moon,Google Scholar (https://scholar.google.com/citations?user=queGQ5UAAAAJ&hl=ko); DBLP (https://dblp.org/pid/295/3184); Semantic Scholar (https://www.semanticscholar.org/author/Hyeonseok-Moon/2101318920); ORCID (https://orcid.org/0000-0002-0841-4262); ACL Anthology (https://aclanthology.org/people/h/hyeonseok-moon/),Large Language Model; Evaluation & Metrics; Neural Machine Translation; Deep Learning; Language Generation,Researcher,Samsung Electronics (samsung.com) [KR],2026,Present,PhD student,Korea University (korea.ac.kr) [KR],2021,2026,Undergrad student,Korea University (korea.ac.kr) [KR],2015,2021,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Indradyumna_Roy1,Indradyumna Roy,Homepage (https://indradyumna.github.io/); Google Scholar (https://scholar.google.com/citations?user=qb70i84AAAAJ); DBLP (https://dblp.org/pid/124/9185.html); Semantic Scholar (https://www.semanticscholar.org/author/I.-Roy/153779567),,PhD student,Indian Institute of Technology Bombay (iitb.ac.in) [IN],2021,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Insaniyat_Ishan1,Insaniyat Ishan,LinkedIn (https://www.linkedin.com/in/insaniyat-ishan-101b811a3/),AI; Ml; Cybersecurity,Undergrad student,BRAC University (bracu.ac.bd) [BD],2021,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Irène_Girard1,Irène Girard,LinkedIn (https://www.linkedin.com/in/ir%C3%A8ne-girard-a272ab203/),,MS student,Université Gustave Eiffel (univ-gustave-eiffel.fr) [FR],2024,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Isaac_Han1,Isaac Han,Homepage (https://isaac7778.github.io/); Google Scholar (https://scholar.google.co.kr/citations?user=ralPRksAAAAJ&hl=en); LinkedIn (https://www.linkedin.com/in/isaac-han-170291177/),Continual Learning; Reinforcement Learning,PhD student,Gwangju Institute of Science and Technology (gm.gist.ac.kr) [KR],2020,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Ivan_P._Yamshchikov1,Ivan P. Yamshchikov,Homepage (https://www.yamshchikov.info/); Google Scholar (https://scholar.google.com/citations?user=y77r-h4AAAAJ); DBLP (https://dblp.org/pid/178/9094); Semantic Scholar (https://www.semanticscholar.org/author/Ivan-P.-Yamshchikov/3380587); ORCID (https://orcid.org/0000-0003-3784-0671); LinkedIn (https://www.linkedin.com/in/kroniker/); ACL Anthology (https://aclanthology.org/people/i/ivan-p-yamshchikov/),Digital Psychology; Automated document processing; Large Language Models; Digital History; Generative AI; Computational Creativity,Full Professor,Technical University of Applied Sciences Würzburg-Schweinfurt (thws.de) [DE],2023,Present,Visiting Associate Professor,"ISEG, University of Lisbon (iseg.ulisboa.pt) [PT]",2021,2024,Researcher,Yandex (yandex-team.ru),2021,2022,Associate Professor,Higher School of Economics (hse.ru) [RU],2021,2022,Postdoc,"Max Planck Institute for Mathematics in the Sciences, Max-Planck Institute (mis.mpg.de) [DE]",2017,2021,Researcher,University of Applied Sciences Zittau/Goerlitz (hszg.de) [DE],2013,2016,PhD student,Brandenburg Technical University (b-tu.de) [DE],2013,2016,,,,,,,,
https://openreview.net/profile?id=~Jian_Xu8,Jian Xu,Homepage (https://www.linkedin.com/in/jianxu15/); Google Scholar (https://scholar.google.com/citations?user=30VZBsIAAAAJ); DBLP (https://dblp.org/pid/73/1149-15.html); ORCID (https://orcid.org/0000-0003-3111-1005); LinkedIn (https://www.linkedin.com/in/jianxu15/),Machine Learning; Data Mining; Computational Advertising,Principal Researcher,Taobao & Tmall Group of Alibaba (alibaba-inc.com) [CN],2023,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Jianghan_Chao1,Jianghan Chao,Homepage (https://github.com/roverx12345),,Undergrad student,Renmin University of China (ruc.edu.cn) [CN],2021,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Jinghao_Chen1,Jinghao Chen,Google Scholar (https://scholar.google.com/citations?hl=en&user=x6LBIWQAAAAJ),reinforcement learning,MS student,Tsinghua University (mails.tsinghua.edu.cn) [CN],2022,2025,Undergrad student,Tsinghua University (mails.tsinghua.edu.cn) [CN],2018,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Joshua_P_Bassett1,Joshua P Bassett,Google Scholar (https://scholar.google.com/citations?user=Nax1dY4AAAAJ&hl=en); ORCID (https://orcid.org/0000-0002-0894-0625),systems neuroscience; comparative neuroanatomy,Researcher,"University College London, University of London (ucl.ac.uk) [GB]",2013,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Junchao_Wu2,Junchao Wu,Homepage (https://junchaoiu.github.io/); Google Scholar (https://scholar.google.com.hk/citations?user=jhLZtgYAAAAJ&hl=zh-CN); DBLP (https://dblp.org/pid/132/6774); ACL Anthology (https://aclanthology.org/people/j/junchao-wu/),Large Language Model; Machine Translation; Natural Language Processing,PhD student,University of Macau (um.edu.mo) [MO],2024,Present,MS student,University of Macau (um.edu.mo) [MO],2022,2024,Undergrad student,"Beijing Normal University, Zhuhai (bnu.edu.cn) [CN]",2018,2022,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Jungseob_Lee2,Jungseob Lee,Homepage (https://github.com/js-lee-AI); Google Scholar (https://scholar.google.com/citations?user=dTBGyFIAAAAJ&hl=ko); DBLP (https://dblp.org/pid/92/31); Semantic Scholar (https://www.semanticscholar.org/author/Jungseob-Lee/1800111); ORCID (https://orcid.org/0000-0002-9431-6342); ACL Anthology (https://aclanthology.org/people/j/jungseob-lee/),Large Language Models; Open-domain dialogue system; Machine Translation; Natural language Processing,Researcher,Korea University (korea.ac.kr) [KR],2021,Present,PhD student,Korea University (korea.ac.kr) [KR],2022,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Kaien_Sho1,Kaien Sho,Homepage (https://www.misojiro.t.u-tokyo.ac.jp/en/),,MS student,The University of Tokyo (g.ecc.u-tokyo.ac.jp) [JP],2025,2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Kartik_Nair1,Kartik Nair,Homepage (https://www.cse.iitb.ac.in/~kartikn); LinkedIn (https://www.linkedin.com/in/kartik-nair-476997224/),,MS student,Carnegie Mellon University (cmu.edu) [US],2025,2026,Undergrad student,"Indian Institute of Technology, Bombay (iitb.ac.in) [IN]",2021,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~KyungJoong_Kim1,KyungJoong Kim,Homepage (https://cilab.gist.ac.kr); Google Scholar (https://scholar.google.com.au/citations?user=YBYE93sAAAAJ&hl=en); DBLP (https://dblp.org/pid/29/6903); Semantic Scholar (https://www.semanticscholar.org/author/Kyung-Joong-Kim/2155074209),Reinforcement Learning; Game Artificial Intelligence,Full Professor,Gwangju Institute of Science and Technology (gist.ac.kr) [KR],2025,Present,Associate Professor,Gwangju Institute of Science and Technology (gist.ac.kr) [KR],2019,2025,Associate Professor,Sejong University (sejong.ac.kr) [KR],2009,2019,Postdoc,Cornell University (cornell.edu) [US],2007,2009,PhD student,Yonsei University (yonsei.ac.kr) [KR],2002,2007,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Laurenz_Muessig1,Laurenz Muessig,Homepage (https://profiles.ucl.ac.uk/25328-laurenz-muessig/about); Google Scholar (https://scholar.google.co.uk/citations?user=Om9v9Q0AAAAJ&hl=en); ORCID (https://orcid.org/0000-0003-0786-4437),Cognitive neuroscience; Behavioural neuroscience,Postdoc,"University College London, University of London (ucl.ac.uk) [GB]",2016,Present,Postdoc,"University College London, University of London (ucl.ac.uk) [GB]",2013,2016,PhD student,"University College London, University of London (ucl.ac.uk) [GB]",2009,2013,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Licheng_Pan2,Licheng Pan,Google Scholar (https://scholar.google.com.hk/citations?hl=zh-CN&user=FFPj0EcAAAAJ); ORCID (https://orcid.org/0000-0003-3864-295X),Large Language Models; Time Series Forecasting; Soft Sensors,PhD student,Zhejiang University (zju.edu.cn) [CN],2025,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Lidia_S._Chao2,Lidia S. Chao,Google Scholar (https://scholar.google.com/citations?user=S2rz_mYAAAAJ&hl=zh-TW&oi=ao); DBLP (https://dblp.org/pid/123/0612); Semantic Scholar (https://www.semanticscholar.org/author/Lidia-S.-Chao/1774304); ORCID (https://orcid.org/0000-0001-6629-170X); ACL Anthology (https://aclanthology.org/people/l/lidia-s-chao/),machine translation,Coordinator,University of Macau (um.edu.mo) [MO],2008,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Luca_Franceschi1,Luca Franceschi,Google Scholar (https://scholar.google.co.uk/citations?user=NCls8VMAAAAJ&hl=en); DBLP (https://dblp.org/pid/203/4457),,Researcher,Amazon Development Center Germany (amazon.de),2022,Present,Postdoc,University College London (ucl.ac.uk),2021,2022,PhD student,University College London (ucl.ac.uk),2016,2021,PhD student,"Università degli Studi di Genova, Istituto Italiano di Tecnologia (iit.it)",2016,2021,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Marco_P_Abrate1,Marco P Abrate,Google Scholar (https://scholar.google.com/citations?user=HoReB7gAAAAJ&hl=en); DBLP (https://dblp.org/pid/396/4053); ORCID (https://orcid.org/0000-0002-2225-4330),neuroscience; hippocampus; machine learning,PhD student,"University College London, University of London (ucl.ac.uk) [GB]",2022,Present,MS student,EPFL - EPF Lausanne (epfl.ch) [CH],2018,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Mattia_Nee1,Mattia Nee,Homepage (https://www.linkedin.com/in/mattia-nee-4b492023b/),,Researcher,pleias (pleias.fr) [FR],2024,Present,MS student,Sorbonne Université - Faculté des Sciences (Paris VI) (sorbonne-universite.fr) [FR],2025,2026,Undergrad student,University of Milan (unimi.it) [IT],2020,2024,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Md._Aquib_Azmain1,Md. Aquib Azmain,Homepage (https://aquibazmain.github.io/); DBLP (https://dblp.org/pid/272/8176); Semantic Scholar (https://www.semanticscholar.org/author/Md.-Aquib-Azmain/10808020),Automatic Program Repair; Software Analytics; Software Testing,Lecturer,BRAC University (bracu.ac.bd) [BD],2021,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://openreview.net/profile?id=~Miao_Xu5,Miao Xu,ORCID (https://orcid.org/0009-0000-0800-6579),,Researcher,Alibaba Group (alibaba-inc.com) [CN],2017,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
